,INSTNM,CITY,STABBR,WOMENONLY,HBCU,ADM_RATE,SAT_AVG,ACTCMMID,FEMALE,FIRST_GEN,FAMINC,AVGFACSAL,PFTFAC,PCTPELL,DEBT_MDN_SUPP,C150_4_POOLED,D150_4_WHITE,D150_4_BLACK,D150_4_HISP,D150_4_ASIAN,D150_4_AIAN,D150_4_NHPI,D150_4_2MOR,D150_4_NRA,D150_4_UNKN,RET_FT4_POOLED,TRANS_4_POOLED_SUPP,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,COMPL_RPY_3YR_RT,FIRSTGEN_RPY_3YR_RT,NET_PRICE
274,St Thomas University,Miami Gardens,FL,0,0,-0.868170215,-1.017146483,-0.943900756,-0.719416549,0.497905467,-0.457541513,1.174628629,1.275454414,0.331194328,-0.177846341,-0.538307919,-0.426834368,-0.090439076,0.145827942,-0.291540722,-0.206590254,-0.130669156,-0.295024831,-0.016481108,-0.038147396,-0.469581326,2.522764073,-1.763544806,0.324191873,1.976230347,-0.604657396,-0.236478475,-0.143320602,-0.653655838,1.916823151,-0.194721037,-1.148566469,-0.407961629,0.448934939
275,Stetson University,DeLand,FL,0,0,-0.147080128,NA,NA,0.185965811,-0.779761277,0.480517191,1.228228447,0.049108948,-0.360326227,0.598823964,0.602556339,-0.125521978,-0.132364261,-0.090902719,-0.260341263,-0.171652064,-0.130669156,-0.295024831,-0.085162699,-0.037146094,0.327180657,-0.694549497,0.369337288,-0.326005846,0.146813719,-0.315742615,-0.067066206,-0.084437093,0.123234087,0.098850479,-0.512669328,0.340822813,0.296298165,0.304264936
276,Southeastern University,Lakeland,FL,0,0,-0.989095288,-0.788147089,-0.943900756,-0.405240426,-0.203399264,-0.121208401,0.024262837,1.251527464,0.005230522,-0.954322479,-0.44016391,-0.107692842,-0.073669002,-0.064175063,-0.272821047,-0.101775684,0.012448189,-0.23373285,-0.136673892,-0.039148698,-0.398370919,0.818746557,0.237077592,-0.020387619,0.304278013,-0.426256466,-0.127570588,0.051731022,-0.986608662,-0.321661891,-0.382260849,0.130027281,0.123407061,-0.030000319
277,Talmudic College of Florida,Miami Beach,FL,0,0,NA,NA,NA,NA,NA,-0.894649694,-0.603910789,1.275454414,-0.805611227,NA,1.035826231,-0.433074566,-0.212022113,-0.335269852,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.342718666,-0.065182554,-0.530776116,NA,1.132942531,-0.748507866,-0.711867973,-0.658335552,-0.280848356,-0.143320602,-1.086111805,1.584094508,-0.659223619,NA,NA,-1.741572131
278,The University of Tampa,Tampa,FL,0,0,-0.777972005,0.223882492,0.199523737,0.276122349,-0.929793069,1.240312587,0.643503159,1.275454414,-0.905949504,0.090687417,0.426375874,0.38974004,-0.075765261,0.191646779,-0.21666202,-0.031899305,-0.059110483,1.145336706,1.030913158,0.068991934,0.046592427,-0.694549497,0.136715823,-0.497030616,0.020016629,-0.388366002,-0.171940468,-0.117559067,-0.052809936,0.972440151,0.308283097,0.241059642,0.376488638,0.778386774
279,Trinity Baptist College,Jacksonville,FL,0,0,0.986344634,-1.600725584,-1.515613002,-2.09778618,0.383236223,-0.597964586,-1.498053209,1.275454414,1.226103282,-2.070980211,-0.441121413,-0.403656492,-0.199444558,-0.331451615,-0.291540722,-0.206590254,-0.130669156,-0.295024831,-0.342718666,-0.065182554,-1.293734635,-0.694549497,0.213348646,0.364671108,-0.206448873,-0.522561393,-0.163873217,0.066451899,-0.209718738,-0.206976699,-0.446844096,NA,-0.22077116,-1.132808249
280,Trinity College of Florida,Trinity,FL,0,0,0.358921919,-1.209210491,-1.229756879,-1.268987395,0.043025692,-0.81560427,-1.01362455,-1.204377535,1.289560462,-0.420555812,-1.071158074,-0.425051455,-0.186867002,-0.323815143,-0.297780614,-0.206590254,-0.130669156,-0.23373285,-0.342718666,-0.065182554,-2.500070596,-0.694549497,-0.191210423,0.497746595,0.130890364,-0.424677696,-0.280848356,-0.143320602,-0.519709299,-0.430683617,0.13564711,-1.325655227,-1.648264437,-0.508935576
281,Warner University,Lake Wales,FL,0,0,-0.755174655,-1.349564958,-1.229756879,-1.027752906,0.741067006,-0.716867063,-0.982764048,-1.122597363,1.515185992,-0.032220659,-0.529690396,-0.36264948,-0.159615632,-0.270359832,-0.266581155,-0.206590254,-0.130669156,-0.295024831,-0.291207472,-0.061177345,-0.013719553,-0.694549497,-0.606661467,1.273429944,0.018247367,-0.566766933,-0.240512101,0.000207952,-0.339838233,-0.225382965,-0.393438719,-1.126441997,-1.004315732,-0.851089492
282,Webber International University,Babson Park,FL,0,0,-0.683809038,-1.268307109,-1.515613002,-1.622940766,0.248451699,-0.270667042,-1.171581589,1.275454414,0.113161965,-1.197226117,-0.90646764,-0.376912789,-0.096727854,-0.274178069,-0.28530083,-0.206590254,-0.130669156,-0.295024831,0.172393268,-0.065182554,-1.057498738,0.85199894,-0.719860207,0.395536525,-0.027753438,-0.634654013,-0.103368835,-0.088117312,-0.749331937,3.025446674,-0.458021966,-0.57099194,-0.963489064,0.169890304
283,The University of West Florida,Pensacola,FL,0,0,-1.233919002,-0.06421352,-0.086332386,0.059503277,0.123125435,-0.423535507,0.250437827,1.275454414,0.043196356,-0.76034907,-0.020777805,0.321989325,0.03324022,-0.00308328,-0.023225372,0.003038885,0.513358896,0.593708884,-0.222525881,-0.062178647,0.02023913,-0.170291771,0.373616278,-0.07908251,-0.170473884,-0.172074609,-0.095301584,-0.029233803,0.812102,-0.330157091,-0.430698284,-0.22113663,-0.059785979,-0.605014132
284,Agnes Scott College,Decatur,GA,1,0,-0.232817987,NA,NA,NA,-1.371385234,0.306985972,0.754763388,0.103390984,0.101772215,1.5884961,0.971673562,-0.344820345,-0.075765261,-0.270359832,-0.247861479,-0.171652064,-0.130669156,-0.23373285,0.103711677,-0.050163021,0.754136191,-0.694549497,-0.891408812,0.956173936,-0.182268962,0.219460177,-0.184041344,-0.143320602,1.810960473,0.516531116,-0.218318761,-0.340554944,-0.22077116,-0.26732865
285,Albany State University,Albany,GA,0,1,-0.135185859,-1.320016649,-1.515613002,0.531894272,-0.024833115,-1.000708025,-0.614874388,0.615856256,1.750574166,1.745286418,-0.711137125,-0.432183109,1.25116685,-0.30472396,-0.291540722,-0.171652064,-0.130669156,-0.295024831,-0.342718666,-0.034142187,0.024764439,1.066057167,-1.998889265,3.829187671,-0.60571227,-0.642547859,-0.212276723,-0.132279944,-0.749331937,-0.522714944,-0.419520415,-2.747859749,-2.029192583,-0.306318294
286,Armstrong State University,Savannah,GA,0,0,0.372302972,-0.477889845,-0.658044633,0.81599914,-0.055733323,-0.453162149,-0.526759536,1.264383736,0.272076101,-0.663265282,-0.908382645,0.185596438,0.25963622,-0.12144861,-0.060664723,0.282544404,-0.130669156,0.072727051,-0.102333096,-0.060176043,-0.17619576,0.828489562,0.053081015,0.530129983,-0.290193928,-0.112081375,-0.18807497,-0.04395468,0.720252944,-0.355642689,-0.614512141,-0.459022131,-0.472972244,1.318301457
287,The Art Institute of Atlanta,Atlanta,GA,0,0,NA,NA,NA,-0.910473463,0.155925016,-0.950141926,-0.905206736,-1.170094144,1.770641821,-0.727923085,-1.370856364,-0.306487703,0.228192331,-0.213086285,-0.222901912,-0.171652064,-0.130669156,-0.295024831,-0.342718666,0.359369555,-1.670437058,-0.524404836,-1.71414192,1.389301755,-0.193474287,-0.479934622,-0.042864453,-0.091797531,-0.397243892,-0.341484023,3.327549883,-1.564944321,-1.721497285,0.268565407
288,Point University,West Point,GA,0,0,-0.860736297,-1.120565564,-1.229756879,-0.985633888,0.48130062,-0.383200535,-0.432959854,-1.61756382,0.966308501,-0.469097706,-0.294144775,-0.389393184,-0.117690447,-0.308542197,-0.28530083,-0.206590254,-0.059110483,-0.295024831,-0.342718666,-0.064181251,-1.333767365,-0.694549497,-0.439780851,1.072045748,-0.354477104,-0.599921088,-0.159839592,-0.117559067,0.429397603,-0.43351535,0.325670894,-2.135768458,-1.222676379,-0.773005128
289,Clark Atlanta University,Atlanta,GA,0,1,-0.755174655,-1.563790198,-1.515613002,1.381369648,-0.258502124,-0.759162168,-0.063852016,-0.17980411,1.67843908,0.598823964,-0.474634001,-0.435748936,1.133776332,-0.335269852,-0.28530083,-0.171652064,-0.130669156,-0.295024831,-0.342718666,-0.009109634,-0.567770122,-0.694549497,-2.163435886,3.48460818,-0.688277817,-0.629917705,-0.236478475,-0.143320602,-1.086111805,-0.229630564,0.981439246,-1.782959246,-1.461995686,1.495987424
290,Berry College,Mount Berry,GA,0,0,-0.548511723,0.866558211,1.057092107,0.087438722,-1.548587999,1.233430415,0.19602589,0.677280665,-0.886424218,0.125443413,0.619312633,-0.031919016,-0.149134335,-0.247450413,-0.191702452,-0.171652064,-0.130669156,-0.019210919,-0.256866677,-0.036144791,0.550410699,-0.694549497,0.989401861,-0.511198348,-0.327938178,-0.430992774,-0.184041344,-0.124919505,0.161504526,-0.490150013,-0.392196734,0.651661794,0.95692043,-0.077198573
291,Beulah Heights University,Atlanta,GA,0,0,NA,NA,NA,-0.392451926,0.672721053,-1.446578115,-1.612155852,1.275454414,1.48752517,2.865050831,-1.692577212,-0.433074566,-0.140749298,-0.327633379,-0.260341263,-0.206590254,-0.130669156,-0.295024831,-0.256866677,-0.065182554,-2.498812849,-0.694549497,-2.053349139,3.178989952,-0.590968422,0.767293124,-0.280848356,-0.143320602,-1.086111805,-0.454753349,0.284685372,-2.852150776,-2.340355327,-1.124384764
292,Brenau University,Gainesville,GA,1,0,-0.040527297,-0.529599386,-0.658044633,2.465146306,0.418653973,-0.625454289,-0.117451834,-1.024032614,0.512887964,-0.27493013,-0.111740545,-0.367106764,-0.098824113,-0.289451014,-0.28530083,-0.206590254,-0.130669156,-0.11114889,-0.274037074,-0.063179949,-0.6487063,1.78225475,-0.195100414,0.887359236,-0.238295584,-0.383629695,-0.256646603,-0.095477751,0.046693207,-0.270690695,-0.412068502,-0.39434087,-0.489577951,0.462572961
293,Brewton-Parker College,Mount Vernon,GA,0,0,NA,NA,NA,-1.467182685,0.475330502,-0.542731746,-1.393289928,1.275454414,0.26665241,-0.857432859,-1.547036829,-0.336797234,-0.086246558,-0.31617867,-0.279060938,-0.206590254,-0.130669156,-0.23373285,-0.256866677,-0.062178647,-1.688380528,1.034735964,-0.551423594,0.950608041,-0.202320595,-0.580975857,-0.083200708,-0.143320602,-0.236508046,-0.046983777,0.505758794,-1.026496065,-0.738516227,-0.701739776
294,Carver Bible College,Atlanta,GA,0,0,NA,NA,NA,NA,NA,-1.841715843,-1.618652799,NA,0.835055188,NA,-1.955411655,-0.43753185,-0.184770743,-0.335269852,-0.279060938,-0.206590254,-0.130669156,-0.295024831,-0.342718666,-0.065182554,1.800981808,-0.592195447,-2.164991883,3.214915274,-0.711867973,-0.658335552,-0.280848356,-0.143320602,-1.086111805,2.497328444,-0.659223619,NA,NA,-0.864058983
295,Clayton  State University,Morrow,GA,0,0,-1.381110587,NA,NA,0.922431489,0.381078917,-0.991906553,-0.341596528,0.094463018,0.863258379,0.445043243,-0.83082494,-0.361758024,0.236577368,-0.232177468,-0.160502993,-0.136713874,-0.059110483,0.134019032,-0.205355483,-0.065182554,-0.290356623,1.052067089,-1.482298453,2.608738723,-0.506633613,0.112103865,-0.204209472,-0.106518409,-0.01836654,-0.405198019,-0.224528689,-1.404825542,-1.076068733,-0.554319141
296,Columbus State University,Columbus,GA,0,0,-0.532652697,-0.743824625,-0.943900756,0.331450179,-0.112339534,-0.481153954,-0.363929785,-0.10552343,0.334448543,-0.419099555,-0.897371366,0.144589426,0.697754406,-0.071811536,-0.179222669,0.037977075,0.155565534,0.624354874,-0.085162699,-0.065182554,-0.08127713,0.323290176,-0.164369485,1.124668754,-0.3839648,-0.298376152,-0.14370509,-0.051315119,-0.297740749,-0.427851884,-0.654255677,-1.124672494,-1.105977033,-0.548369025
297,Covenant College,Lookout Mountain,GA,0,0,1.364978879,0.940428983,1.057092107,-0.533964882,NA,1.112063785,0.093698965,1.275454414,-0.733476142,0.489604702,0.502497325,-0.212884742,-0.199444558,-0.319996906,-0.272821047,-0.171652064,-0.130669156,-0.17244087,-0.239696279,-0.065182554,0.815137782,0.162665673,1.20724136,-0.628082141,-0.542018847,-0.344160462,-0.159839592,-0.069716216,-0.098734463,-0.163084836,-0.646803764,1.313879995,0.502258693,0.265222754
298,Dalton State College,Dalton,GA,0,0,NA,NA,NA,-0.070485708,1.608412015,-0.79593496,-0.684310516,0.191242174,0.786784341,-1.634103164,-1.637520817,0.214123055,-0.117690447,0.168737361,-0.222901912,-0.066837495,0.155565534,0.011435071,-0.222525881,0.147093501,0.006965049,0.014813135,0.32927038,-0.527896033,0.596795952,-0.479934622,-0.103368835,-0.106518409,-0.519709299,-0.201313233,-0.21583479,-0.432096857,-0.75542542,-1.908089598
299,Emmanuel College,Franklin Springs,GA,0,0,-1.613544436,-0.972824019,NA,-1.204711535,-0.043677801,0.135103045,-0.860540221,-0.242299875,0.429363129,-1.137422504,-0.435376398,-0.343037431,-0.123979224,-0.312360433,-0.297780614,-0.206590254,-0.059110483,-0.23373285,-0.30837787,-0.065182554,-0.663078833,2.048462047,0.450249102,0.173406721,-0.402836925,-0.59676355,-0.071099831,0.099573873,-0.282432573,0.227694337,-0.659223619,-0.39434087,-0.480404014,-0.874354353
300,Emory University,Atlanta,GA,0,0,-2.119546484,2.351360734,2.200516599,0.315080404,-1.50158651,0.454532821,2.450872782,0.437296928,-1.113676855,-0.177846341,1.882258462,0.04118044,0.012277628,-0.13290332,1.636585864,-0.136713874,-0.059110483,-0.20308686,1.975285037,0.073998444,1.441060107,-0.694549497,-0.586433514,-0.278948735,-0.237116076,2.357113806,-0.216310348,-0.139640383,0.062001383,1.787979294,-0.266756197,0.875309406,1.219292228,0.559242473
301,Fort Valley State University,Fort Valley,GA,0,1,-2.276154365,-1.452984039,-1.515613002,-0.310471762,0.027749527,-1.049854969,-1.305175075,1.250098989,1.893759598,1.86091321,-0.934713964,-0.431291652,1.760557851,-0.30472396,-0.291540722,-0.206590254,-0.130669156,0.379186953,-0.30837787,-0.062178647,-0.637667878,0.96489378,-2.098473036,4.028547906,-0.695944618,-0.650441706,-0.260680228,-0.143320602,-0.619212442,-0.570854407,-0.373566951,-2.192932469,-2.200305581,0.251326604
302,Georgia Institute of Technology-Main Campus,Atlanta,GA,0,0,-1.698291106,2.521263511,2.486372722,-1.852477054,-1.764475346,1.243496406,2.028165126,1.139035087,-1.294285753,0.987159117,1.597880213,0.951357809,0.03324022,0.023644375,2.79720575,-0.066837495,0.084006861,1.359858637,4.894252662,-0.042152604,1.563343917,-0.384574136,-0.18809843,-0.411012241,-0.322630393,2.368165192,-0.256646603,-0.121239286,0.310759241,0.934211754,-0.366115038,1.395510814,1.464030535,-0.512192318
303,Georgia Southwestern State University,Americus,GA,0,0,0.257820629,-0.699502162,-0.658044633,0.655344247,0.006552936,-0.373039496,-0.518232292,0.426226249,0.291059018,-0.664527371,-0.817898656,-0.208427458,0.098224257,-0.297087487,-0.272821047,-0.171652064,-0.059110483,-0.14179488,-0.239696279,-0.062178647,-0.043173072,1.516357358,0.257694544,0.713804514,-0.517249183,-0.453095544,-0.192108595,-0.062355777,-0.420206156,-0.324493625,-0.621964054,-0.815556997,-0.773742657,-0.25752734
304,Georgia College and State University,Milledgeville,GA,0,0,0.457049642,0.600623431,0.48537986,0.297241238,-1.297775663,1.176889377,-0.234802951,0.580501509,-1.114761593,-0.015036829,0.52739239,0.495823396,-0.113497928,-0.171085684,-0.204182236,-0.136713874,-0.130669156,0.685646854,-0.050821903,-0.062178647,0.851358581,1.268182156,1.136054524,-0.497536606,-0.423478312,-0.421520158,-0.212276723,-0.113878847,-0.071945155,-0.470327881,-0.635625894,0.547494689,0.602297307,0.846576238
305,Georgia Southern University,Statesboro,GA,0,0,-0.307652766,0.20172126,-0.086332386,-0.585832413,-0.819640934,0.335276837,-0.24576655,0.929763555,-0.156937828,0.113405023,0.049119879,1.716227724,1.301477073,0.161100888,-0.110583858,0.072915265,0.441800224,1.81954849,0.344097246,0.00190469,0.554436165,1.709158567,0.260806537,0.58376497,-0.427606589,-0.405732465,-0.09933521,-0.09915797,-0.36662754,-0.369801355,-0.532541097,-0.39676147,-0.173210538,0.770414749
306,Georgia State University,Atlanta,GA,0,0,-0.485075619,-0.042052288,-0.086332386,0.315284543,-0.173468452,-0.755509996,0.578939742,0.409798791,0.641429432,0.064863129,0.183648984,0.538613321,1.766846629,0.504742169,2.404092563,-0.066837495,0.370241551,2.984096115,0.361267644,0.020929431,0.525675281,0.530852627,-1.139590241,1.375134023,-0.142165697,1.29144453,-0.216310348,-0.124919505,0.835064263,-0.310334959,-0.337549371,-0.904623692,-0.667495774,0.134228316
307,University of Georgia,Athens,GA,0,0,-0.671914769,1.405814849,1.34294823,-0.105321502,-1.365268662,0.9347778,1.430039883,0.860482535,-0.972660899,0.161946917,1.682619186,2.780627116,0.521668628,0.279466218,2.029699051,0.107853455,0.084006861,0.838876805,0.429949235,0.021930733,1.452721493,-0.291839985,0.602736751,-0.369521024,-0.390452093,0.847810358,-0.244545726,-0.102838189,0.333721504,-0.340068157,-0.556138821,0.225225384,0.4822935,-0.405328229
308,LaGrange College,Lagrange,GA,0,0,-0.455339946,-0.367083687,-0.372188509,-1.036823514,-0.790581772,0.310810827,-0.486559672,1.275454414,0.175534407,-0.420555812,-0.033704089,-0.285984197,-0.123979224,-0.308542197,-0.297780614,-0.171652064,-0.130669156,-0.17244087,-0.256866677,-0.065182554,-0.564762608,1.015427777,0.487204017,0.52608206,-0.620456117,-0.519403854,-0.192108595,-0.143320602,0.226564273,-0.508556278,-0.645561779,-0.237927,-0.250843856,-0.191249878
309,Life University,Marietta,GA,0,0,-0.378522788,NA,NA,-0.508931767,-0.360323559,-0.771557347,-0.213281812,0.230525226,0.272076101,-1.569251193,-1.266488589,-0.420594171,-0.180578224,-0.31617867,-0.28530083,-0.206590254,-0.130669156,-0.295024831,-0.342718666,-0.055169532,-0.634327478,0.829480019,-0.287293202,0.556947477,0.057171125,-0.176810917,0.388733472,-0.143320602,-1.086111805,-0.236709897,0.064853936,NA,-1.420614976,0.236475942
310,Herzing University-Atlanta,Atlanta,GA,0,0,0.938767556,NA,NA,1.817842071,1.626219258,-1.266210267,-0.815873706,-0.956537188,1.505965718,-1.079172231,-1.453201581,-0.432183109,-0.096727854,-0.331451615,-0.291540722,-0.206590254,-0.130669156,-0.295024831,-0.30837787,-0.060176043,-1.627469484,-0.694549497,-1.97905031,2.62847235,-0.510172136,1.859801478,-0.280848356,-0.143320602,-0.213545782,-0.570854407,0.189052487,-1.742015658,-1.595304454,-0.030000319
311,Mercer University,Macon,GA,0,0,0.021917617,1.147267146,1.057092107,0.437339668,-0.59299593,0.174037727,0.391340379,1.144748986,-0.331038297,0.784642334,0.581970034,-0.104127015,0.050010294,-0.220722758,0.014213979,-0.171652064,-0.130669156,0.011435071,-0.102333096,-0.041151302,0.747418315,0.342660169,-0.312189145,0.812978641,-0.42170905,0.252614332,-0.131604213,-0.077076654,-0.110215595,-0.129104038,-0.086668297,-0.906075174,-0.76789549,-0.178547798
312,Morehouse College,Atlanta,GA,0,1,0.471917479,-0.618244312,-0.658044633,NA,-1.32179643,0.158434578,0.037662791,0.390871502,0.458651058,1.024245124,0.100825016,-0.435748936,1.041540924,-0.323815143,-0.291540722,-0.206590254,-0.130669156,-0.295024831,-0.136673892,-0.046157813,0.670366992,-0.694549497,-2.159545895,4.042209648,-0.673533969,-0.650441706,-0.244545726,-0.124919505,-0.963646398,-0.216887765,-0.469199835,-1.061987815,-1.262575259,1.074679496
313,Oglethorpe University,Atlanta,GA,0,0,0.596311714,0.578462199,0.48537986,0.269877024,-1.111468981,0.067464304,-0.238051425,1.275454414,-0.078836683,-0.080762553,0.115187554,-0.33501432,-0.105112891,-0.289451014,-0.266581155,-0.206590254,-0.059110483,-0.20308686,-0.256866677,-0.024129166,-0.032998497,-0.694549497,-0.857954889,0.178972616,-0.137447665,-0.104187529,-0.208243097,-0.110198628,0.0199039,0.212119804,2.587326516,-0.143986915,-0.357813847,-0.24366267
314,Paine College,Augusta,GA,0,1,-1.774612669,-2.309884998,-2.087325248,-0.50526657,0.556062445,-1.142012609,-0.923479401,0.48193676,2.119385128,-0.420555812,-1.428306515,-0.435748936,0.34558285,-0.335269852,-0.291540722,-0.206590254,-0.130669156,-0.295024831,-0.342718666,-0.060176043,-1.846177941,-0.694549497,-2.080190078,3.733049487,-0.605122516,-0.629917705,-0.135637839,-0.143320602,-0.46230364,-0.133351638,-0.388470777,-2.863836607,-2.23176877,-0.450773422
315,Piedmont College,Demorest,GA,0,0,-0.46772981,-0.492664,-0.372188509,0.880783424,0.130079044,-0.134173599,-0.398850879,-0.543350902,0.35343146,-0.160080008,-0.094026748,-0.261914864,-0.174289447,-0.308542197,-0.254101371,-0.171652064,-0.130669156,-0.295024831,-0.325548268,-0.065182554,-0.323710892,-0.694549497,0.594956769,-0.275406802,-0.395170124,-0.437307851,-0.18807497,-0.113878847,-0.22119987,-0.449089882,0.52066262,-1.136564912,-0.611884207,-0.7132385
316,Reinhardt University,Waleska,GA,0,0,1.205397431,-0.802921243,-0.943900756,-1.236873378,0.08674141,0.083528621,-0.69283776,-1.205448891,0.118043287,-1.216642875,-0.644590699,-0.277961086,-0.159615632,-0.277996305,-0.279060938,-0.206590254,-0.130669156,-0.295024831,-0.342718666,-0.053166928,-0.790238614,1.306695941,0.493428002,0.236655526,-0.354477104,-0.505194931,-0.050931704,-0.084437093,-0.963646398,-0.548200542,-0.167397355,NA,0.125698556,-0.193656588
317,Savannah College of Art and Design,Savannah,GA,0,0,0.17208277,0.017044329,-0.086332386,0.74875955,-1.441484921,0.977821679,0.617921428,0.486222184,-0.875576836,0.890075328,0.772034285,-0.045290868,-0.090439076,-0.144358029,-0.21666202,0.003038885,0.155565534,-0.20308686,1.683388274,0.875040159,0.720654843,-0.694549497,-0.06634171,-0.165100885,-0.194653795,0.192621099,-0.067066206,-0.018193145,-1.074630673,1.613827706,-0.159945442,-0.307928816,-0.372617675,2.024795057
318,Savannah State University,Savannah,GA,0,1,0.802974646,-1.58595143,-1.515613002,-0.055988995,-0.139485545,-0.932880272,-0.700958944,0.753346939,1.824878727,-0.420555812,-1.073073079,-0.423268541,1.532065591,-0.327633379,-0.291540722,-0.171652064,-0.130669156,-0.20308686,-0.30837787,-0.056170834,-0.558951423,1.086717488,-2.013671231,3.462850591,-0.237116076,-0.655178014,-0.139671464,-0.117559067,-0.03750176,-0.42926775,-0.579736546,-2.449858579,-2.029105918,-0.646664946
319,Shorter University,Rome,GA,0,0,-0.175824613,-0.684728007,-0.658044633,-0.104986094,0.358027092,-0.426886871,-0.816279765,0.125889459,0.356685674,0.990459965,-0.196000767,-0.211993285,-0.121882965,-0.297087487,-0.291540722,-0.206590254,-0.130669156,-0.17244087,-0.067992301,-0.059174741,-0.869323523,-0.694549497,0.241356582,0.489144757,-0.439991421,-0.505194931,-0.09933521,-0.062355777,-0.316875969,0.008235019,-0.49279756,-1.585993288,-1.150563971,-0.386995611
320,Spelman College,Atlanta,GA,1,1,-0.897410295,-0.344922455,-0.372188509,NA,-1.277757513,0.125225435,0.212674318,0.275522176,0.395736247,1.715287528,1.200995416,-0.43753185,0.878032702,-0.331451615,-0.291540722,-0.206590254,-0.130669156,0.134019032,0.103711677,-0.064181251,1.107128504,-0.694549497,-2.163046887,4.098880578,-0.695354864,-0.650441706,-0.091267959,-0.143320602,-0.247989178,-0.405198019,-0.659223619,-0.711109561,-0.572039139,1.667799765
321,Thomas University,Thomasville,GA,0,0,-1.15115471,NA,NA,0.299043804,0.821334477,-0.505555903,-0.821152476,-0.810118539,0.28400822,-0.808890964,-1.266488589,-0.424159998,-0.19315578,-0.319996906,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.256866677,-0.057172136,-0.663347253,-0.694549497,-0.353034051,0.467387168,-0.41876028,-0.552558009,-0.228411225,-0.095477751,-1.086111805,0.113009145,1.658321351,-1.61095804,-1.108569436,-0.730887706
322,Toccoa Falls College,Toccoa Falls,GA,0,0,-1.040141528,-0.477889845,-0.372188509,-0.621126843,-0.400247223,-0.363696028,-0.800849514,-0.693697857,0.419600486,-0.493368653,-0.012160282,-0.312727901,-0.197348298,-0.323815143,-0.21666202,-0.206590254,-0.130669156,-0.23373285,-0.291207472,-0.065182554,-0.253644736,-0.694549497,0.804238287,-0.336125655,-0.490710257,0.607837424,-0.228411225,-0.143320602,-0.44316842,-0.351395089,-0.610786184,0.301252815,0.229830288,-0.397825806
323,Truett McConnell University,Cleveland,GA,0,0,1.223734429,-0.913727402,-0.943900756,-0.139818364,-0.054591398,-0.009207114,-1.346999176,1.275454414,-1.031779126,-0.857432859,-1.11137318,-0.342145974,-0.188963261,-0.308542197,-0.291540722,-0.171652064,-0.130669156,-0.295024831,-0.291207472,-0.061177345,-0.533951747,-0.694549497,1.094042621,-0.36496711,-0.484222964,-0.554136779,-0.280848356,-0.143320602,-1.086111805,-0.269274828,-0.412068502,0.14094601,0.075878143,-0.574184154
324,Valdosta State University,Valdosta,GA,0,0,-0.793335437,-0.507438154,-0.658044633,0.204600483,-0.231779508,-0.362197963,-0.439050742,0.477294217,0.337702757,0.016321235,-0.582831787,0.695509714,1.634782295,-0.060356827,-0.148023209,0.037977075,0.441800224,1.91148646,-0.119503494,0.002905992,-0.205463515,1.581625279,-0.195489413,1.082165557,-0.419350034,-0.464146929,-0.175974093,-0.088117312,0.150023394,-0.165916569,-0.599608314,-0.910278059,-0.983846446,0.06282692
325,Wesleyan College,Macon,GA,1,0,NA,NA,NA,NA,0.142007103,-0.600488338,-0.252669557,1.275454414,-0.246428724,0.501740176,0.179818974,-0.40989669,-0.126075484,-0.31617867,-0.279060938,-0.206590254,-0.130669156,-0.26437884,-0.050821903,-0.064181251,-0.272488265,-0.694549497,-0.747479143,0.658651556,-0.457094284,-0.331530308,-0.280848356,-0.080756873,-0.029847672,2.974475477,-0.487829618,-1.033585987,-1.330799598,-1.097643544
326,University of West Georgia,Carrollton,GA,0,0,-0.473676944,-0.862017861,-0.943900756,0.398842858,-0.170149212,-0.203742889,-0.417935663,0.653353715,0.464074749,-0.561327305,-0.471761494,0.351407398,0.867551406,-0.048902117,-0.160502993,-0.101775684,-0.130669156,0.869522795,-0.050821903,0.291281009,0.042579723,0.840027607,-0.221163354,1.205627225,-0.422298804,-0.514667546,-0.224377599,-0.088117312,0.180639746,-0.460416815,-0.506459401,-0.799428182,-0.583431614,0.390083316
327,Young Harris College,Young Harris,GA,0,0,-0.705615199,-0.647792621,-0.658044633,0.138206718,-0.606729836,0.512688186,-0.436614387,-0.018029359,-0.100531446,-0.857432859,-0.063386667,-0.173660644,-0.182674484,-0.300905724,-0.28530083,-0.136713874,-0.130669156,-0.295024831,-0.119503494,-0.064181251,-0.093841036,-0.513077762,0.791012318,-0.414554174,-0.524915984,-0.48309216,-0.14370509,-0.0476349,-0.232681002,0.522194583,-0.340033342,-0.042921278,0.183783425,-0.760035636
328,Chaminade University of Honolulu,Honolulu,HI,0,0,0.772743378,-0.706889239,-0.658044633,0.65981511,0.562190692,-0.722031291,0.257746893,1.194388479,0.148958323,-0.679381191,-0.105516778,-0.392959011,-0.188963261,-0.255086886,0.076612898,-0.206590254,4.091292517,1.175982696,-0.239696279,-0.058173439,0.161604238,-0.694549497,-1.478408462,-0.408988279,-0.289604174,4.239006809,0.013606304,6.727648872,3.058576805,-0.33865229,0.033804298,-0.659139361,-0.516703919,-0.162503066
